,lon,lat,common_name,tree_type,entry_source
417,-69.635415,44.57528,Crabapple,Fruiting / Flowering,Citizen Survey 2021
418,-69.638878,44.548789,,,Citizen Survey 2021
419,-69.631768,44.548437,,,Citizen Survey 2021
420,-69.650531,44.581713,Oak,Ornamental,Citizen Survey 2021
421,-69.627805,44.56569,,,Citizen Survey 2021
422,-69.647373,44.57294,Oak,Ornamental,Citizen Survey 2021
423,-69.647373,44.57294,Maple,Ornamental,Citizen Survey 2021
424,-69.637476,44.554747,Maple,Ornamental,Citizen Survey 2021
425,-69.656161,44.551369,Oak,Ornamental,Citizen Survey 2021
426,-69.656161,44.551369,Maple,Ornamental,Citizen Survey 2021
427,-69.656161,44.551369,Birch,Ornamental,Citizen Survey 2021
428,-69.650842,44.554226,,,Citizen Survey 2021
429,-69.637468,44.555139,,,Citizen Survey 2021
430,-69.639806,44.552497,Oak,Ornamental,Citizen Survey 2021
431,-69.639806,44.552497,Maple,Ornamental,Citizen Survey 2021
432,-69.639806,44.552497,Ash,Ornamental,Citizen Survey 2021
433,-69.640182,44.551154,Maple,Ornamental,Citizen Survey 2021
434,-69.647373,44.57294,Oak,Ornamental,Citizen Survey 2021
435,-69.647373,44.57294,Maple,Ornamental,Citizen Survey 2021
436,-69.655619,44.550233,Oak,Ornamental,Citizen Survey 2021
437,-69.655619,44.550233,Maple,Ornamental,Citizen Survey 2021
438,-69.625076,44.568972,,,Citizen Survey 2021
439,-69.65633,44.5499,Oak,Ornamental,Citizen Survey 2021
440,-69.65633,44.5499,Birch,Ornamental,Citizen Survey 2021
441,-69.65568,44.53437,Crabapple,Fruiting / Flowering,Citizen Survey 2021
442,-69.65601,44.53378,Oak,Ornamental,Citizen Survey 2021
443,-69.65601,44.53378,Apple,Fruiting / Flowering,Citizen Survey 2021
444,-69.63965,44.55899,Oak,Ornamental,Citizen Survey 2021
445,-69.63965,44.55899,Maple,Ornamental,Citizen Survey 2021
446,-69.63965,44.55899,Ash,Ornamental,Citizen Survey 2021
447,-69.63965,44.55899,Crabapple,Fruiting / Flowering,Citizen Survey 2021
448,-69.67416,44.54855,Oak,Ornamental,Citizen Survey 2021
449,-69.6613049,44.5464554,,,Citizen Survey 2021
450,-69.6610623,44.5467089,,,Citizen Survey 2021
451,-69.6557809,44.5562056,,,Citizen Survey 2021
452,-69.6544947,44.5566046,,,Citizen Survey 2021
453,-69.6765813,44.550228,,,Citizen Survey 2021
454,-69.6429653,44.53925,,,Citizen Survey 2021
455,-69.6519612,44.5546655,,,Citizen Survey 2021
456,-69.6592533,44.5459271,,,Citizen Survey 2021
457,-69.6623593,44.54563,,,Citizen Survey 2021
458,-69.65958,44.546992,,,Citizen Survey 2021
459,-69.6400932,44.5545526,,,Citizen Survey 2021
460,-69.641001,44.555568,,,Citizen Survey 2021
461,-69.6599706,44.5470213,,,Citizen Survey 2021
462,-69.6587647,44.5478115,,,Citizen Survey 2021
463,-69.6579763,44.5476765,,,Citizen Survey 2021
464,-69.6581422,44.5461946,,,Citizen Survey 2021
465,-69.6626245,44.5445932,,,Citizen Survey 2021
466,-69.6623124,44.5448246,,,Citizen Survey 2021
467,-69.6528622,44.5541787,,,Citizen Survey 2021
468,-69.6743767,44.5528338,,,Citizen Survey 2021
469,-69.6549964,44.5496922,,,Citizen Survey 2021
470,-69.655564,44.5548339,,,Citizen Survey 2021
471,-69.6610908,44.5442195,,,Citizen Survey 2021
472,-69.6384453,44.5552685,,,Citizen Survey 2021
473,-69.6623593,44.54563,,,Citizen Survey 2021
474,-69.6720205,44.552132,,,Citizen Survey 2021
475,-69.6407775,44.5561062,,,Citizen Survey 2021
