,lon,lat,name,common_name,tree_type,obs_btm,dbh1,condition,entry_source
260,-69.66074716,44.52720981,Poplar-Aspen ,Poplar,Ornamental,2,6,Fair ,Bartlett 2021
261,-69.66046343,44.52706387,Poplar-Aspen ,Poplar,Ornamental,2,9,Good ,Bartlett 2021
262,-69.66071334,44.53418194,Poplar-Bigtooth Aspen ,Poplar,Ornamental,2,7,Good ,Bartlett 2021
263,-69.66031406,44.52703225,Poplar-Bigtooth Aspen ,Poplar,Ornamental,2,12,Fair ,Bartlett 2021
264,-69.64589251,44.56243805,Ash-Black ,Ash,Ornamental,0,7,Fair ,Bartlett 2021
265,-69.646085,44.56239003,Ash-Black ,Ash,Ornamental,0,7,Good ,Bartlett 2021
266,-69.64594883,44.5624836,Ash-Black ,Ash,Ornamental,0,9,Fair ,Bartlett 2021
267,-69.62809589,44.55312133,Ash-Black ,Ash,Ornamental,0,10,Good ,Bartlett 2021
268,-69.66212271,44.52864173,Ash-Green ,Ash,Ornamental,0,5,Good ,Bartlett 2021
269,-69.66228142,44.52871313,Ash-Green ,Ash,Ornamental,0,5,Good ,Bartlett 2021
270,-69.66127985,44.52756641,Ash-Green ,Ash,Ornamental,0,5,Good ,Bartlett 2021
271,-69.66212275,44.52862035,Ash-Green ,Ash,Ornamental,0,6,Good ,Bartlett 2021
272,-69.66125741,44.52765066,Ash-Green ,Ash,Ornamental,0,6,Good ,Bartlett 2021
273,-69.66127555,44.52751999,Ash-Green ,Ash,Ornamental,0,6,Good ,Bartlett 2021
274,-69.66036438,44.5335723,Ash-Green ,Ash,Ornamental,0,7,Good ,Bartlett 2021
275,-69.66131876,44.52755742,Ash-Green ,Ash,Ornamental,0,7,Good ,Bartlett 2021
276,-69.6613195,44.52755911,Ash-Green ,Ash,Ornamental,0,7,Good ,Bartlett 2021
277,-69.66091603,44.52730561,Ash-Green ,Ash,Ornamental,0,8,Good ,Bartlett 2021
278,-69.63278761,44.54601561,Ash-Green ,Ash,Ornamental,0,9,Fair ,Bartlett 2021
279,-69.66224096,44.52869393,Ash-Green ,Ash,Ornamental,0,10,Good ,Bartlett 2021
280,-69.64601761,44.56237073,Ash-Green ,Ash,Ornamental,0,11,Good ,Bartlett 2021
281,-69.6613353,44.52773077,Ash-Green ,Ash,Ornamental,0,12,Good ,Bartlett 2021
282,-69.63287827,44.54607363,Ash-Green ,Ash,Ornamental,0,13,Good ,Bartlett 2021
283,-69.66214485,44.52868195,Ash-Green ,Ash,Ornamental,0,13,Good ,Bartlett 2021
284,-69.63057267,44.56236789,Ash-Green ,Ash,Ornamental,0,14,Good ,Bartlett 2021
285,-69.63049274,44.56249971,Ash-Green ,Ash,Ornamental,0,15,Good ,Bartlett 2021
286,-69.65500827,44.57985172,Ash-Green ,Ash,Ornamental,0,15,Good ,Bartlett 2021
287,-69.66213098,44.52868401,Ash-Green ,Ash,Ornamental,0,17,Good ,Bartlett 2021
288,-69.64499615,44.56214932,Ash-Green ,Ash,Ornamental,0,21,Good ,Bartlett 2021
289,-69.66023061,44.53345698,Ash-Green ,Ash,Ornamental,0,24,Fair ,Bartlett 2021
290,-69.64793841,44.56468515,Ash-Green ,Ash,Ornamental,0,10,Good ,Bartlett 2021
291,-69.64648709,44.56202372,Ash-Green ,Ash,Ornamental,0,12,Good ,Bartlett 2021
292,-69.64641177,44.56196783,Ash-Green ,Ash,Ornamental,0,13,Good ,Bartlett 2021
293,-69.64667151,44.56212773,Ash-Green ,Ash,Ornamental,0,13,Poor ,Bartlett 2021
294,-69.64813773,44.56485917,Ash-Green ,Ash,Ornamental,0,13,Good ,Bartlett 2021
295,-69.64670203,44.56220275,Ash-Green ,Ash,Ornamental,0,15,Good ,Bartlett 2021
296,-69.64659459,44.56208688,Ash-Green ,Ash,Ornamental,0,16,Poor ,Bartlett 2021
297,-69.64625049,44.56185291,Ash-Green ,Ash,Ornamental,0,18,Good ,Bartlett 2021
298,-69.62817896,44.5507748,Ash-White ,Ash,Ornamental,0,3,Good ,Bartlett 2021
299,-69.6592438,44.52755863,Ash-White ,Ash,Ornamental,0,5,Poor ,Bartlett 2021
300,-69.66049002,44.53373404,Ash-White ,Ash,Ornamental,0,6,Good ,Bartlett 2021
301,-69.66052149,44.53379658,Ash-White ,Ash,Ornamental,0,6,Poor ,Bartlett 2021
302,-69.65919482,44.52761053,Ash-White ,Ash,Ornamental,0,6,Poor ,Bartlett 2021
303,-69.65908037,44.53410169,Ash-White ,Ash,Ornamental,0,6,Good ,Bartlett 2021
304,-69.65903201,44.53405363,Ash-White ,Ash,Ornamental,0,6,Good ,Bartlett 2021
305,-69.65657839,44.581199,Ash-White ,Ash,Ornamental,0,6,Good ,Bartlett 2021
306,-69.65470291,44.57912686,Ash-White ,Ash,Ornamental,0,6,Good ,Bartlett 2021
307,-69.65496195,44.5800711,Ash-White ,Ash,Ornamental,0,6,Good ,Bartlett 2021
308,-69.62814937,44.55061341,Ash-White ,Ash,Ornamental,0,7,Good ,Bartlett 2021
309,-69.660664,44.53388939,Ash-White ,Ash,Ornamental,0,7,Poor ,Bartlett 2021
310,-69.65924315,44.52745821,Ash-White ,Ash,Ornamental,0,7,Poor ,Bartlett 2021
311,-69.65962359,44.53418581,Ash-White ,Ash,Ornamental,0,7,Good ,Bartlett 2021
312,-69.65896764,44.53412625,Ash-White ,Ash,Ornamental,0,8,Good ,Bartlett 2021
313,-69.65455173,44.57907147,Ash-White ,Ash,Ornamental,0,8,Poor ,Bartlett 2021
314,-69.66053675,44.53381194,Ash-White ,Ash,Ornamental,0,9,Fair ,Bartlett 2021
315,-69.65930333,44.5273026,Ash-White ,Ash,Ornamental,0,9,Poor ,Bartlett 2021
316,-69.65882396,44.53406609,Ash-White ,Ash,Ornamental,0,9,Fair ,Bartlett 2021
317,-69.65487207,44.57998129,Ash-White ,Ash,Ornamental,0,9,Good ,Bartlett 2021
318,-69.63458309,44.54596771,Ash-White ,Ash,Ornamental,0,10,Poor ,Bartlett 2021
319,-69.66076853,44.53402976,Ash-White ,Ash,Ornamental,0,10,Good ,Bartlett 2021
320,-69.65891494,44.53409026,Ash-White ,Ash,Ornamental,0,10,Fair ,Bartlett 2021
321,-69.65471286,44.57915674,Ash-White ,Ash,Ornamental,0,10,Good ,Bartlett 2021
322,-69.66071671,44.53403109,Ash-White ,Ash,Ornamental,0,11,Good ,Bartlett 2021
323,-69.65536307,44.58031352,Ash-White ,Ash,Ornamental,0,11,Good ,Bartlett 2021
324,-69.65497191,44.57971781,Ash-White ,Ash,Ornamental,0,11,Good ,Bartlett 2021
325,-69.63481117,44.54577818,Ash-White ,Ash,Ornamental,0,12,Fair ,Bartlett 2021
326,-69.66056451,44.53379963,Ash-White ,Ash,Ornamental,0,12,Fair ,Bartlett 2021
327,-69.66056436,44.53381506,Ash-White ,Ash,Ornamental,0,12,Fair ,Bartlett 2021
328,-69.66071255,44.53399366,Ash-White ,Ash,Ornamental,0,12,Good ,Bartlett 2021
329,-69.66077438,44.53402674,Ash-White ,Ash,Ornamental,0,12,Good ,Bartlett 2021
330,-69.65464951,44.57900704,Ash-White ,Ash,Ornamental,0,12,Fair ,Bartlett 2021
331,-69.66125904,44.52744635,Ash-White ,Ash,Ornamental,0,15,Good ,Bartlett 2021
332,-69.66026335,44.53435602,Ash-White ,Ash,Ornamental,0,16,Good ,Bartlett 2021
333,-69.66072207,44.53402718,Ash-White ,Ash,Ornamental,0,17,Good ,Bartlett 2021
334,-69.65496013,44.5796295,Ash-White ,Ash,Ornamental,0,20,Good ,Bartlett 2021
335,-69.66066448,44.53392025,Ash-White ,Ash,Ornamental,0,21,Good ,Bartlett 2021
336,-69.65526482,44.58025061,Ash-White ,Ash,Ornamental,0,21,Good ,Bartlett 2021
337,-69.62773993,44.55078428,Ash-White ,Ash,Ornamental,0,5,Good ,Bartlett 2021
338,-69.62767459,44.55070357,Ash-White ,Ash,Ornamental,0,6,Fair ,Bartlett 2021
339,-69.65954621,44.52694167,Ash-White ,Ash,Ornamental,0,6,Good ,Bartlett 2021
340,-69.62768555,44.55084344,Ash-White ,Ash,Ornamental,0,7,Fair ,Bartlett 2021
341,-69.66049525,44.53371769,Beech-American ,Beech,Ornamental,0,12,Fair ,Bartlett 2021
342,-69.65459642,44.57922567,Birch-Paper ,Birch,Ornamental,0,5,Good ,Bartlett 2021
343,-69.6560053,44.58062281,Birch-Paper ,Birch,Ornamental,0,6,Good ,Bartlett 2021
344,-69.65463902,44.57929706,Birch-Paper ,Birch,Ornamental,0,7,Good ,Bartlett 2021
345,-69.66029106,44.53347953,Birch-Paper ,Birch,Ornamental,0,9,Good ,Bartlett 2021
346,-69.65468104,44.57941279,Birch-Paper ,Birch,Ornamental,0,9,Good ,Bartlett 2021
347,-69.63355749,44.5464196,Birch-Paper ,Birch,Ornamental,0,13,Good ,Bartlett 2021
348,-69.65975225,44.52693828,Birch-Paper ,Birch,Ornamental,0,11,Poor ,Bartlett 2021
349,-69.62726698,44.55263141,Birch-River ,Birch,Ornamental,0,1,Poor ,Bartlett 2021
350,-69.62722375,44.55251928,Birch-River ,Birch,Ornamental,0,2,Good ,Bartlett 2021
351,-69.62716716,44.55257609,Birch-River ,Birch,Ornamental,0,2,Good ,Bartlett 2021
352,-69.62704316,44.5515117,Birch-River ,Birch,Ornamental,0,3,Good ,Bartlett 2021
353,-69.62719541,44.55166743,Birch-River ,Birch,Ornamental,0,3,Good ,Bartlett 2021
354,-69.62712477,44.55228637,Birch-River ,Birch,Ornamental,0,3,Good ,Bartlett 2021
355,-69.62722306,44.55235753,Birch-River ,Birch,Ornamental,0,3,Good ,Bartlett 2021
356,-69.62715494,44.5524321,Birch-River ,Birch,Ornamental,0,3,Good ,Bartlett 2021
357,-69.62719614,44.55231663,Birch-River ,Birch,Ornamental,0,4,Good ,Bartlett 2021
358,-69.6271921,44.55268889,Birch-River ,Birch,Ornamental,0,4,Good ,Bartlett 2021
359,-69.62741295,44.5528875,Birch-River ,Birch,Ornamental,0,2,Good ,Bartlett 2021
360,-69.62723514,44.55127531,Birch-River ,Birch,Ornamental,0,3,Fair ,Bartlett 2021
361,-69.62738108,44.5526602,Birch-River ,Birch,Ornamental,0,3,Good ,Bartlett 2021
362,-69.62734546,44.55291072,Birch-River ,Birch,Ornamental,0,3,Fair ,Bartlett 2021
363,-69.62739787,44.55291468,Birch-River ,Birch,Ornamental,0,3,Good ,Bartlett 2021
364,-69.66257096,44.52881244,Cherry-Black ,Cherry,Fruiting / Flowering,0,8,Poor ,Bartlett 2021
365,-69.66125847,44.52740197,Cherry-Black ,Cherry,Fruiting / Flowering,0,8,Dead ,Bartlett 2021
366,-69.66113757,44.52734815,Cherry-Black ,Cherry,Fruiting / Flowering,0,8,Fair ,Bartlett 2021
367,-69.63290179,44.55084571,Elm-American ,Elm,Ornamental,0,2,Fair ,Bartlett 2021
368,-69.63336672,44.55080302,Elm-American ,Elm,Ornamental,0,2,Fair ,Bartlett 2021
369,-69.64579829,44.56226307,Elm-American ,Elm,Ornamental,0,5,Dead ,Bartlett 2021
370,-69.65986478,44.52698952,Elm-American ,Elm,Ornamental,0,5,Poor ,Bartlett 2021
371,-69.64302478,44.53468325,Elm-American ,Elm,Ornamental,0,10,Poor ,Bartlett 2021
372,-69.63353144,44.55100537,Ginkgo ,Ginkgo,Ornamental,0,11,Good ,Bartlett 2021
373,-69.6271779,44.55135179,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,3,Good ,Bartlett 2021
374,-69.62713498,44.55146478,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,3,Good ,Bartlett 2021
375,-69.62717293,44.55159065,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,3,Good ,Bartlett 2021
376,-69.64730043,44.56412779,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,20,Good ,Bartlett 2021
377,-69.63302203,44.54616133,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,21,Good ,Bartlett 2021
378,-69.64739607,44.56422083,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,21,Good ,Bartlett 2021
379,-69.63315978,44.55124643,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,25,Good ,Bartlett 2021
380,-69.62749804,44.5526394,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,3,Fair ,Bartlett 2021
381,-69.62750592,44.55256399,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,3,Good ,Bartlett 2021
382,-69.6275226,44.55247297,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,3,Good ,Bartlett 2021
383,-69.62746561,44.55239309,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,3,Good ,Bartlett 2021
384,-69.62738693,44.5523417,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,3,Fair ,Bartlett 2021
385,-69.6273077,44.55230811,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,3,Good ,Bartlett 2021
386,-69.62962292,44.54958675,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,14,Good ,Bartlett 2021
387,-69.64836331,44.56501944,Honeylocust-Thornless Common ,Honeylocust,Fruiting / Flowering,0,14,Good ,Bartlett 2021
388,-69.63315023,44.55112273,Horsechestnut-Common ,Horsechestnut,Fruiting / Flowering,0,19,Fair ,Bartlett 2021
389,-69.63371266,44.55132367,Lilac-Japanese Tree ,Lilac,Fruiting / Flowering,0,6,Good ,Bartlett 2021
390,-69.66029276,44.53327968,Linden-Littleleaf ,Linden,Fruiting / Flowering,0,12,Good ,Bartlett 2021
391,-69.62902753,44.54952102,Linden-Littleleaf ,Linden,Fruiting / Flowering,0,14,Good ,Bartlett 2021
392,-69.62902942,44.54959769,Linden-Littleleaf ,Linden,Fruiting / Flowering,0,15,Good ,Bartlett 2021
393,-69.64717981,44.56404483,Linden-Littleleaf ,Linden,Fruiting / Flowering,0,18,Good ,Bartlett 2021
394,-69.62905829,44.54946569,Linden-Littleleaf ,Linden,Fruiting / Flowering,0,23,Fair ,Bartlett 2021
395,-69.63463146,44.54580237,Linden-Littleleaf ,Linden,Fruiting / Flowering,0,33,Poor ,Bartlett 2021
396,-69.63461065,44.54561383,Linden-Littleleaf ,Linden,Fruiting / Flowering,0,33,Fair ,Bartlett 2021
397,-69.64804215,44.5647744,Linden-Littleleaf ,Linden,Fruiting / Flowering,0,8,Good ,Bartlett 2021
398,-69.6328552,44.54621844,Locust-Black ,Locust,Fruiting / Flowering,0,7,Good ,Bartlett 2021
399,-69.6333794,44.54638352,Locust-Black ,Locust,Fruiting / Flowering,0,15,Good ,Bartlett 2021
400,-69.63368534,44.54647386,Locust-Black ,Locust,Fruiting / Flowering,0,16,Fair ,Bartlett 2021
401,-69.63372459,44.54646835,Locust-Black ,Locust,Fruiting / Flowering,0,17,Good ,Bartlett 2021
402,-69.6332622,44.54627605,Locust-Black ,Locust,Fruiting / Flowering,0,19,Good ,Bartlett 2021
403,-69.63361944,44.5464475,Locust-Black ,Locust,Fruiting / Flowering,0,19,Good ,Bartlett 2021
404,-69.63374075,44.54646066,Locust-Black ,Locust,Fruiting / Flowering,0,19,Good ,Bartlett 2021
405,-69.63329641,44.54627963,Locust-Black ,Locust,Fruiting / Flowering,0,23,Good ,Bartlett 2021
406,-69.63334217,44.54638278,Locust-Black ,Locust,Fruiting / Flowering,0,24,Good ,Bartlett 2021
407,-69.63356545,44.54643262,Locust-Black ,Locust,Fruiting / Flowering,0,24,Good ,Bartlett 2021
408,-69.66123037,44.52787699,Maple-Boxelder ,Maple,Ornamental,0,16,Fair ,Bartlett 2021
409,-69.64326011,44.53459879,Maple-Boxelder ,Maple,Ornamental,0,7,Good ,Bartlett 2021
410,-69.64256249,44.53501675,Maple-Boxelder ,Maple,Ornamental,0,9,Fair ,Bartlett 2021
411,-69.64342227,44.53455206,Maple-Boxelder ,Maple,Ornamental,0,11,Poor ,Bartlett 2021
412,-69.65999375,44.52703713,Maple-Boxelder ,Maple,Ornamental,0,12,Poor ,Bartlett 2021
413,-69.64334724,44.53454887,Maple-Boxelder ,Maple,Ornamental,0,15,Poor ,Bartlett 2021
414,-69.64272214,44.53471499,Maple-Boxelder ,Maple,Ornamental,0,17,Poor ,Bartlett 2021
415,-69.64266331,44.53472552,Maple-Boxelder ,Maple,Ornamental,0,18,Poor ,Bartlett 2021
416,-69.63071042,44.56718859,Maple-Freeman's ,Maple,Ornamental,0,14,Good ,Bartlett 2021
417,-69.63861643,44.53793262,Maple-Freeman's ,Maple,Ornamental,0,14,Good ,Bartlett 2021
418,-69.63063244,44.56716256,Maple-Freeman's ,Maple,Ornamental,0,15,Good ,Bartlett 2021
419,-69.6303465,44.56710716,Maple-Freeman's ,Maple,Ornamental,0,16,Good ,Bartlett 2021
420,-69.63045771,44.56715136,Maple-Freeman's ,Maple,Ornamental,0,16,Fair ,Bartlett 2021
421,-69.6386266,44.53800454,Maple-Freeman's ,Maple,Ornamental,0,16,Good ,Bartlett 2021
422,-69.63006394,44.56710058,Maple-Freeman's ,Maple,Ornamental,0,17,Good ,Bartlett 2021
423,-69.63889521,44.53781538,Maple-Freeman's ,Maple,Ornamental,0,17,Good ,Bartlett 2021
424,-69.6386728,44.53786054,Maple-Freeman's ,Maple,Ornamental,0,17,Good ,Bartlett 2021
425,-69.63858019,44.5380571,Maple-Freeman's ,Maple,Ornamental,0,17,Good ,Bartlett 2021
426,-69.63020158,44.56711241,Maple-Freeman's ,Maple,Ornamental,0,19,Good ,Bartlett 2021
427,-69.63002,44.56705826,Maple-Freeman's ,Maple,Ornamental,0,22,Good ,Bartlett 2021
428,-69.63331682,44.55085895,Maple-Freeman's ,Maple,Ornamental,0,23,Good ,Bartlett 2021
429,-69.63589461,44.54762061,Maple-Norway ,Maple,Ornamental,0,4,Good ,Bartlett 2021
430,-69.66175257,44.52854729,Maple-Norway ,Maple,Ornamental,0,4,Good ,Bartlett 2021
431,-69.63390284,44.55138589,Maple-Norway ,Maple,Ornamental,0,5,Good ,Bartlett 2021
432,-69.63372764,44.54535486,Maple-Norway ,Maple,Ornamental,0,5,Good ,Bartlett 2021
433,-69.63329828,44.54628923,Maple-Norway ,Maple,Ornamental,0,5,Good ,Bartlett 2021
434,-69.63365708,44.54647788,Maple-Norway ,Maple,Ornamental,0,5,Fair ,Bartlett 2021
435,-69.6281684,44.5524669,Maple-Norway ,Maple,Ornamental,0,5,Good ,Bartlett 2021
436,-69.62819048,44.55241391,Maple-Norway ,Maple,Ornamental,0,5,Fair ,Bartlett 2021
437,-69.65937075,44.53413968,Maple-Norway ,Maple,Ornamental,0,5,Good ,Bartlett 2021
438,-69.63371142,44.54647356,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
439,-69.62820539,44.55232666,Maple-Norway ,Maple,Ornamental,0,6,Fair ,Bartlett 2021
440,-69.62820807,44.55213434,Maple-Norway ,Maple,Ornamental,0,6,Fair ,Bartlett 2021
441,-69.66038122,44.53364227,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
442,-69.65905731,44.53410232,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
443,-69.65939488,44.53410101,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
444,-69.65969233,44.53417682,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
445,-69.65470062,44.57943086,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
446,-69.6333227,44.54631953,Maple-Norway ,Maple,Ornamental,0,7,Good ,Bartlett 2021
447,-69.63422512,44.54619594,Maple-Norway ,Maple,Ornamental,0,7,Good ,Bartlett 2021
448,-69.63460312,44.54594094,Maple-Norway ,Maple,Ornamental,0,7,Good ,Bartlett 2021
449,-69.62821225,44.55215308,Maple-Norway ,Maple,Ornamental,0,7,Good ,Bartlett 2021
450,-69.65896232,44.53418763,Maple-Norway ,Maple,Ornamental,0,7,Good ,Bartlett 2021
451,-69.65474051,44.57922792,Maple-Norway ,Maple,Ornamental,0,7,Good ,Bartlett 2021
452,-69.63401391,44.54631335,Maple-Norway ,Maple,Ornamental,0,8,Good ,Bartlett 2021
453,-69.63461321,44.54596156,Maple-Norway ,Maple,Ornamental,0,8,Good ,Bartlett 2021
454,-69.64671208,44.56367408,Maple-Norway ,Maple,Ornamental,0,8,Good ,Bartlett 2021
455,-69.64309064,44.55164845,Maple-Norway ,Maple,Ornamental,0,8,Fair ,Bartlett 2021
456,-69.62817826,44.55215685,Maple-Norway ,Maple,Ornamental,0,8,Good ,Bartlett 2021
457,-69.65953031,44.53418113,Maple-Norway ,Maple,Ornamental,0,8,Good ,Bartlett 2021
458,-69.6342978,44.54616962,Maple-Norway ,Maple,Ornamental,0,9,Poor ,Bartlett 2021
459,-69.6281902,44.55218148,Maple-Norway ,Maple,Ornamental,0,9,Fair ,Bartlett 2021
460,-69.65911292,44.53409457,Maple-Norway ,Maple,Ornamental,0,10,Good ,Bartlett 2021
461,-69.63425038,44.54619189,Maple-Norway ,Maple,Ornamental,0,11,Good ,Bartlett 2021
462,-69.62820801,44.55153929,Maple-Norway ,Maple,Ornamental,0,11,Fair ,Bartlett 2021
463,-69.65949103,44.52698646,Maple-Norway ,Maple,Ornamental,0,11,Good ,Bartlett 2021
464,-69.64648815,44.56347963,Maple-Norway ,Maple,Ornamental,0,13,Fair ,Bartlett 2021
465,-69.64664797,44.56361455,Maple-Norway ,Maple,Ornamental,0,13,Good ,Bartlett 2021
466,-69.6465797,44.56355262,Maple-Norway ,Maple,Ornamental,0,14,Good ,Bartlett 2021
467,-69.62819165,44.55204287,Maple-Norway ,Maple,Ornamental,0,14,Good ,Bartlett 2021
468,-69.63470439,44.54569451,Maple-Norway ,Maple,Ornamental,0,16,Good ,Bartlett 2021
469,-69.63417941,44.54623037,Maple-Norway ,Maple,Ornamental,0,16,Fair ,Bartlett 2021
470,-69.62792949,44.5506272,Maple-Norway ,Maple,Ornamental,0,16,Good ,Bartlett 2021
471,-69.63453822,44.54553113,Maple-Norway ,Maple,Ornamental,0,18,Good ,Bartlett 2021
472,-69.63445819,44.54547729,Maple-Norway ,Maple,Ornamental,0,18,Fair ,Bartlett 2021
473,-69.63303671,44.55069348,Maple-Norway ,Maple,Ornamental,0,19,Good ,Bartlett 2021
474,-69.63390118,44.5510491,Maple-Norway ,Maple,Ornamental,0,19,Good ,Bartlett 2021
475,-69.62975644,44.54960304,Maple-Norway ,Maple,Ornamental,0,20,Good ,Bartlett 2021
476,-69.6342989,44.54533784,Maple-Norway ,Maple,Ornamental,0,20,Fair ,Bartlett 2021
477,-69.63373802,44.55102391,Maple-Norway ,Maple,Ornamental,0,24,Good ,Bartlett 2021
478,-69.63328662,44.55095784,Maple-Norway ,Maple,Ornamental,0,25,Good ,Bartlett 2021
479,-69.6333238,44.54525793,Maple-Norway ,Maple,Ornamental,0,26,Fair ,Bartlett 2021
480,-69.63276773,44.55101145,Maple-Norway ,Maple,Ornamental,0,46,Fair ,Bartlett 2021
481,-69.64353336,44.53454246,Maple-Norway ,Maple,Ornamental,0,4,Good ,Bartlett 2021
482,-69.64349706,44.53455149,Maple-Norway ,Maple,Ornamental,0,4,Poor ,Bartlett 2021
483,-69.64344598,44.53456475,Maple-Norway ,Maple,Ornamental,0,4,Good ,Bartlett 2021
484,-69.64338189,44.53457238,Maple-Norway ,Maple,Ornamental,0,5,Fair ,Bartlett 2021
485,-69.64320682,44.5346077,Maple-Norway ,Maple,Ornamental,0,5,Fair ,Bartlett 2021
486,-69.64318114,44.53458154,Maple-Norway ,Maple,Ornamental,0,5,Good ,Bartlett 2021
487,-69.64352913,44.53454964,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
488,-69.64334845,44.53457698,Maple-Norway ,Maple,Ornamental,0,6,Fair ,Bartlett 2021
489,-69.64328551,44.5345948,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
490,-69.64313165,44.53462185,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
491,-69.64230887,44.53531566,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
492,-69.64257299,44.53501076,Maple-Norway ,Maple,Ornamental,0,6,Fair ,Bartlett 2021
493,-69.64262405,44.53480587,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
494,-69.64272362,44.53472453,Maple-Norway ,Maple,Ornamental,0,6,Good ,Bartlett 2021
495,-69.64361338,44.53450418,Maple-Norway ,Maple,Ornamental,0,7,Good ,Bartlett 2021
496,-69.64274184,44.53468001,Maple-Norway ,Maple,Ornamental,0,7,Good ,Bartlett 2021
497,-69.64359378,44.53454761,Maple-Norway ,Maple,Ornamental,0,8,Fair ,Bartlett 2021
498,-69.64317976,44.53462483,Maple-Norway ,Maple,Ornamental,0,8,Fair ,Bartlett 2021
499,-69.64235559,44.53529669,Maple-Norway ,Maple,Ornamental,0,8,Good ,Bartlett 2021
500,-69.64269917,44.5347537,Maple-Norway ,Maple,Ornamental,0,8,Fair ,Bartlett 2021
501,-69.64317502,44.53464393,Maple-Norway ,Maple,Ornamental,0,9,Good ,Bartlett 2021
502,-69.64264796,44.53483439,Maple-Norway ,Maple,Ornamental,0,9,Good ,Bartlett 2021
503,-69.64230205,44.53537953,Maple-Norway ,Maple,Ornamental,0,11,Good ,Bartlett 2021
504,-69.64263646,44.53490603,Maple-Norway ,Maple,Ornamental,0,11,Fair ,Bartlett 2021
505,-69.64238849,44.53523868,Maple-Norway ,Maple,Ornamental,0,12,Fair ,Bartlett 2021
506,-69.64342738,44.53458264,Maple-Norway ,Maple,Ornamental,0,14,Good ,Bartlett 2021
507,-69.64239857,44.53525082,Maple-Norway ,Maple,Ornamental,0,14,Fair ,Bartlett 2021
508,-69.64239196,44.5352082,Maple-Norway ,Maple,Ornamental,0,16,Good ,Bartlett 2021
509,-69.65969443,44.52693741,Maple-Norway ,Maple,Ornamental,0,19,Good ,Bartlett 2021
510,-69.62876178,44.54941921,Maple-Norway ,Maple,Ornamental,0,24,Good ,Bartlett 2021
511,-69.6287653,44.54949374,Maple-Norway ,Maple,Ornamental,0,25,Good ,Bartlett 2021
512,-69.63310436,44.54543136,Maple-Red ,Maple,Ornamental,0,8,Good ,Bartlett 2021
513,-69.6281027,44.55025992,Maple-Red ,Maple,Ornamental,0,2,Good ,Bartlett 2021
514,-69.62808311,44.55014118,Maple-Red ,Maple,Ornamental,0,2,Good ,Bartlett 2021
515,-69.63907348,44.53803848,Maple-Red ,Maple,Ornamental,0,2,Good ,Bartlett 2021
516,-69.63917058,44.53822385,Maple-Red ,Maple,Ornamental,0,2,Good ,Bartlett 2021
517,-69.64275606,44.55107723,Maple-Red ,Maple,Ornamental,0,4,Good ,Bartlett 2021
518,-69.64335151,44.55101145,Maple-Red ,Maple,Ornamental,0,4,Good ,Bartlett 2021
519,-69.64311374,44.55098204,Maple-Red ,Maple,Ornamental,0,4,Good ,Bartlett 2021
520,-69.6548316,44.57973804,Maple-Red ,Maple,Ornamental,0,5,Good ,Bartlett 2021
521,-69.64439896,44.56121992,Maple-Red ,Maple,Ornamental,0,6,Good ,Bartlett 2021
522,-69.64425967,44.5613081,Maple-Red ,Maple,Ornamental,0,7,Good ,Bartlett 2021
523,-69.64454186,44.56112626,Maple-Red ,Maple,Ornamental,0,7,Good ,Bartlett 2021
524,-69.65490524,44.58001249,Maple-Red ,Maple,Ornamental,0,7,Good ,Bartlett 2021
525,-69.65487176,44.57982492,Maple-Red ,Maple,Ornamental,0,7,Good ,Bartlett 2021
526,-69.65481867,44.57979996,Maple-Red ,Maple,Ornamental,0,7,Good ,Bartlett 2021
