,lon,lat,name,common_name,tree_type,obs_btm,dbh1,condition,entry_source
103,-69.65520689,44.58040052,Oak-Northern Red ,Oak,Ornamental,10,19,Good ,Bartlett 2021
104,-69.64257227,44.53476168,Oak-Northern Red ,Oak,Ornamental,10,21,Good ,Bartlett 2021
105,-69.65900227,44.5341433,Poplar-Aspen ,Poplar,Ornamental,10,8,Fair ,Bartlett 2021
106,-69.6590225,44.53414999,Poplar-Aspen ,Poplar,Ornamental,10,10,Good ,Bartlett 2021
107,-69.65908337,44.53413742,Poplar-Aspen ,Poplar,Ornamental,10,14,Fair ,Bartlett 2021
108,-69.62710292,44.5522326,Serviceberry ,Serviceberry,Bush,10,2,Good ,Bartlett 2021
109,-69.65336166,44.57763509,Oak-Northern Red ,Oak,Ornamental,9,9,Good ,Bartlett 2021
110,-69.65241095,44.57498831,Oak-Northern Red ,Oak,Ornamental,9,10,Good ,Bartlett 2021
111,-69.65236595,44.57493243,Oak-Northern Red ,Oak,Ornamental,9,12,Fair ,Bartlett 2021
112,-69.65478777,44.57963848,Oak-Northern Red ,Oak,Ornamental,9,14,Poor ,Bartlett 2021
113,-69.65268259,44.57623676,Oak-Northern Red ,Oak,Ornamental,9,16,Good ,Bartlett 2021
114,-69.65973543,44.52693721,Cherry-Black ,Cherry,Fruiting / Flowering,8,14,Poor ,Bartlett 2021
115,-69.65427843,44.57851488,Oak-Northern Red ,Oak,Ornamental,8,7,Good ,Bartlett 2021
116,-69.65306835,44.57720163,Oak-Northern Red ,Oak,Ornamental,8,16,Fair ,Bartlett 2021
117,-69.65984036,44.52696524,Oak-Northern Red ,Oak,Ornamental,8,13,Good ,Bartlett 2021
118,-69.66260402,44.52888256,Elm-American ,Elm,Ornamental,7,6,Good ,Bartlett 2021
119,-69.63295252,44.55078112,Elm-Chinese ,Elm,Ornamental,7,8,Fair ,Bartlett 2021
120,-69.65230187,44.57540352,Oak-Northern Red ,Oak,Ornamental,7,6,Good ,Bartlett 2021
121,-69.65439304,44.57881204,Oak-Northern Red ,Oak,Ornamental,7,11,Good ,Bartlett 2021
122,-69.65277791,44.57631,Oak-Northern Red ,Oak,Ornamental,7,13,Good ,Bartlett 2021
123,-69.65433897,44.57864415,Oak-Northern Red ,Oak,Ornamental,7,14,Fair ,Bartlett 2021
124,-69.65195175,44.57416678,Oak-Northern Red ,Oak,Ornamental,7,14,Fair ,Bartlett 2021
125,-69.65199138,44.57436582,Oak-Northern Red ,Oak,Ornamental,7,23,Good ,Bartlett 2021
126,-69.62718586,44.55285557,Elm-American ,Elm,Ornamental,6,4,Good ,Bartlett 2021
127,-69.65226799,44.57530906,Oak-Northern Red ,Oak,Ornamental,6,10,Poor ,Bartlett 2021
128,-69.65225454,44.57537905,Oak-Northern Red ,Oak,Ornamental,6,10,Good ,Bartlett 2021
129,-69.65229843,44.57468022,Oak-Northern Red ,Oak,Ornamental,6,10,Fair ,Bartlett 2021
130,-69.6546466,44.57937535,Oak-Northern Red ,Oak,Ornamental,6,11,Good ,Bartlett 2021
131,-69.65439971,44.57876519,Oak-Northern Red ,Oak,Ornamental,6,12,Fair ,Bartlett 2021
132,-69.66076598,44.53402736,Oak-Northern Red ,Oak,Ornamental,6,13,Good ,Bartlett 2021
133,-69.65206606,44.57393026,Oak-Northern Red ,Oak,Ornamental,6,17,Fair ,Bartlett 2021
134,-69.6425897,44.53476084,Oak-Northern Red ,Oak,Ornamental,6,19,Good ,Bartlett 2021
135,-69.65621874,44.58058279,Poplar-Bigtooth Aspen ,Poplar,Ornamental,6,14,Good ,Bartlett 2021
136,-69.66122492,44.52740095,Cherry-Black ,Cherry,Fruiting / Flowering,5,8,Poor ,Bartlett 2021
137,-69.66126843,44.52750085,Cherry-Black ,Cherry,Fruiting / Flowering,5,10,Fair ,Bartlett 2021
138,-69.66231483,44.52871846,Cherry-Black ,Cherry,Fruiting / Flowering,5,12,Poor ,Bartlett 2021
139,-69.65983454,44.52693969,Cherry-Black ,Cherry,Fruiting / Flowering,5,12,Poor ,Bartlett 2021
140,-69.64232827,44.53535187,Elm-American ,Elm,Ornamental,5,15,Fair ,Bartlett 2021
141,-69.62812148,44.55318007,Maple-Sugar ,Maple,Fruiting / Flowering,5,14,Good ,Bartlett 2021
142,-69.62813864,44.55320396,Maple-Sugar ,Maple,Fruiting / Flowering,5,14,Fair ,Bartlett 2021
143,-69.66005798,44.53416864,Oak-Northern Red ,Oak,Ornamental,5,6,Good ,Bartlett 2021
144,-69.65265739,44.57618217,Oak-Northern Red ,Oak,Ornamental,5,8,Good ,Bartlett 2021
145,-69.65211925,44.57474833,Oak-Northern Red ,Oak,Ornamental,5,8,Good ,Bartlett 2021
146,-69.65205625,44.57379336,Oak-Northern Red ,Oak,Ornamental,5,9,Good ,Bartlett 2021
147,-69.65504194,44.58023014,Oak-Northern Red ,Oak,Ornamental,5,9,Good ,Bartlett 2021
148,-69.65229882,44.57544782,Oak-Northern Red ,Oak,Ornamental,5,11,Good ,Bartlett 2021
149,-69.65229111,44.5754978,Oak-Northern Red ,Oak,Ornamental,5,13,Good ,Bartlett 2021
150,-69.65506126,44.5802936,Oak-Northern Red ,Oak,Ornamental,5,17,Good ,Bartlett 2021
151,-69.62771206,44.55104351,Oak-Northern Red ,Oak,Ornamental,5,3,Fair ,Bartlett 2021
152,-69.65893409,44.53416552,Poplar-Aspen ,Poplar,Ornamental,5,16,Poor ,Bartlett 2021
153,-69.62718877,44.55265543,Serviceberry ,Serviceberry,Bush,5,1,Good ,Bartlett 2021
154,-69.62713603,44.55225725,Serviceberry ,Serviceberry,Bush,5,2,Good ,Bartlett 2021
155,-69.62716118,44.55267326,Serviceberry ,Serviceberry,Bush,5,2,Good ,Bartlett 2021
156,-69.66239035,44.52876396,Cherry-Black ,Cherry,Fruiting / Flowering,4,6,Fair ,Bartlett 2021
157,-69.66287648,44.52895554,Cherry-Black ,Cherry,Fruiting / Flowering,4,7,Good ,Bartlett 2021
158,-69.66311098,44.52912631,Cherry-Black ,Cherry,Fruiting / Flowering,4,10,Good ,Bartlett 2021
159,-69.63349676,44.55082061,Elm-American ,Elm,Ornamental,4,3,Good ,Bartlett 2021
160,-69.62791142,44.55080465,Elm-American ,Elm,Ornamental,4,5,Good ,Bartlett 2021
161,-69.62770598,44.55062902,Elm-American ,Elm,Ornamental,4,5,Good ,Bartlett 2021
162,-69.62783225,44.55077055,Elm-American ,Elm,Ornamental,4,6,Fair ,Bartlett 2021
163,-69.64368187,44.53447497,Maple-Boxelder ,Maple,Ornamental,4,9,Fair ,Bartlett 2021
164,-69.63857977,44.53810995,Maple-Freeman's ,Maple,Ornamental,4,19,Good ,Bartlett 2021
165,-69.62822185,44.55167588,Maple-Norway ,Maple,Ornamental,4,11,Good ,Bartlett 2021
166,-69.65453839,44.57912047,Oak-Northern Red ,Oak,Ornamental,4,9,Good ,Bartlett 2021
167,-69.65517702,44.58034696,Oak-Northern Red ,Oak,Ornamental,4,9,Poor ,Bartlett 2021
168,-69.63114357,44.56742048,Oak-Northern Red ,Oak,Ornamental,4,10,Poor ,Bartlett 2021
169,-69.65520196,44.58017348,Oak-Northern Red ,Oak,Ornamental,4,11,Good ,Bartlett 2021
170,-69.65525538,44.58039947,Oak-Northern Red ,Oak,Ornamental,4,12,Good ,Bartlett 2021
171,-69.65146319,44.57196822,Oak-Northern Red ,Oak,Ornamental,4,14,Good ,Bartlett 2021
172,-69.66025894,44.52700934,Poplar-Aspen ,Poplar,Ornamental,4,9,Poor ,Bartlett 2021
173,-69.66013014,44.52703605,Poplar-Aspen ,Poplar,Ornamental,4,13,Poor ,Bartlett 2021
174,-69.66074205,44.53421557,Poplar-Bigtooth Aspen ,Poplar,Ornamental,4,6,Good ,Bartlett 2021
175,-69.63103176,44.56764717,Birch-Paper ,Birch,Ornamental,3,8,Good ,Bartlett 2021
176,-69.6610809,44.52735703,Cherry-Black ,Cherry,Fruiting / Flowering,3,7,Fair ,Bartlett 2021
177,-69.66285218,44.52892573,Crabapple ,Crabapple,Fruiting / Flowering,3,8,Fair ,Bartlett 2021
178,-69.62753555,44.55082304,Crabapple ,Crabapple,Fruiting / Flowering,3,5,Good ,Bartlett 2021
179,-69.66299602,44.52903794,Elm-American ,Elm,Ornamental,3,10,Good ,Bartlett 2021
180,-69.64236807,44.53519495,Maple-Norway ,Maple,Ornamental,3,20,Fair ,Bartlett 2021
181,-69.64630032,44.56156175,Maple-Red ,Maple,Ornamental,3,5,Good ,Bartlett 2021
182,-69.62750334,44.55304226,Maple-Sugar ,Maple,Fruiting / Flowering,3,3,Good ,Bartlett 2021
183,-69.65523216,44.58035712,Oak-Northern Red ,Oak,Ornamental,3,8,Good ,Bartlett 2021
184,-69.6310976,44.56743681,Oak-Northern Red ,Oak,Ornamental,3,9,Good ,Bartlett 2021
185,-69.65227066,44.5753565,Oak-Northern Red ,Oak,Ornamental,3,9,Good ,Bartlett 2021
186,-69.6521466,44.57431279,Oak-Northern Red ,Oak,Ornamental,3,12,Good ,Bartlett 2021
187,-69.62754872,44.55106704,Oak-Northern Red ,Oak,Ornamental,3,3,Good ,Bartlett 2021
188,-69.65513832,44.58004836,Poplar-Aspen ,Poplar,Ornamental,3,16,Good ,Bartlett 2021
189,-69.65517166,44.58005571,Poplar-Aspen ,Poplar,Ornamental,3,19,Good ,Bartlett 2021
190,-69.66027416,44.52701462,Poplar-Aspen ,Poplar,Ornamental,3,8,Fair ,Bartlett 2021
191,-69.66069974,44.5341746,Poplar-Bigtooth Aspen ,Poplar,Ornamental,3,6,Poor ,Bartlett 2021
192,-69.65624894,44.58060958,Poplar-Bigtooth Aspen ,Poplar,Ornamental,3,12,Good ,Bartlett 2021
193,-69.64632605,44.56190566,Ash-Green ,Ash,Ornamental,2,13,Good ,Bartlett 2021
194,-69.65466363,44.57903512,Ash-White ,Ash,Ornamental,2,10,Good ,Bartlett 2021
195,-69.6271846,44.55128731,Birch-River ,Birch,Ornamental,2,3,Good ,Bartlett 2021
196,-69.62708465,44.55221229,Birch-River ,Birch,Ornamental,2,3,Good ,Bartlett 2021
197,-69.62720395,44.55240169,Birch-River ,Birch,Ornamental,2,3,Good ,Bartlett 2021
198,-69.62720547,44.55246532,Birch-River ,Birch,Ornamental,2,3,Good ,Bartlett 2021
199,-69.6272434,44.55249004,Birch-River ,Birch,Ornamental,2,3,Good ,Bartlett 2021
200,-69.62715524,44.55162685,Birch-River ,Birch,Ornamental,2,4,Good ,Bartlett 2021
201,-69.62714661,44.55170741,Birch-River ,Birch,Ornamental,2,4,Good ,Bartlett 2021
202,-69.62718863,44.55115757,Birch-River ,Birch,Ornamental,2,3,Good ,Bartlett 2021
203,-69.62722403,44.55123127,Birch-River ,Birch,Ornamental,2,3,Good ,Bartlett 2021
204,-69.66265294,44.52884177,Cherry-Black ,Cherry,Fruiting / Flowering,2,5,Good ,Bartlett 2021
205,-69.66227158,44.52868892,Cherry-Black ,Cherry,Fruiting / Flowering,2,7,Fair ,Bartlett 2021
206,-69.66119577,44.5274077,Cherry-Black ,Cherry,Fruiting / Flowering,2,8,Poor ,Bartlett 2021
207,-69.66226028,44.52868306,Cherry-Black ,Cherry,Fruiting / Flowering,2,9,Fair ,Bartlett 2021
208,-69.66054024,44.53417572,Crabapple ,Crabapple,Fruiting / Flowering,2,8,Fair ,Bartlett 2021
209,-69.62746248,44.55081672,Crabapple ,Crabapple,Fruiting / Flowering,2,5,Good ,Bartlett 2021
210,-69.63363084,44.55084216,Elm-American ,Elm,Ornamental,2,4,Good ,Bartlett 2021
211,-69.63375148,44.55085845,Elm-American ,Elm,Ornamental,2,8,Good ,Bartlett 2021
212,-69.6427559,44.53467235,Elm-American ,Elm,Ornamental,2,12,Poor ,Bartlett 2021
213,-69.62918076,44.54953646,Linden-Littleleaf ,Linden,Fruiting / Flowering,2,2,Good ,Bartlett 2021
214,-69.62833024,44.55019436,Maple-Boxelder ,Maple,Ornamental,2,14,Poor ,Bartlett 2021
215,-69.64368957,44.53447074,Maple-Boxelder ,Maple,Ornamental,2,12,Fair ,Bartlett 2021
216,-69.63054984,44.56715868,Maple-Freeman's ,Maple,Ornamental,2,14,Good ,Bartlett 2021
217,-69.63026018,44.56711401,Maple-Freeman's ,Maple,Ornamental,2,18,Good ,Bartlett 2021
218,-69.65886908,44.53409077,Maple-Norway ,Maple,Ornamental,2,7,Fair ,Bartlett 2021
219,-69.66046955,44.53369862,Maple-Norway ,Maple,Ornamental,2,8,Good ,Bartlett 2021
220,-69.62819122,44.55231878,Maple-Norway ,Maple,Ornamental,2,9,Fair ,Bartlett 2021
221,-69.62817355,44.55267313,Maple-Norway ,Maple,Ornamental,2,10,Good ,Bartlett 2021
222,-69.62820363,44.55232415,Maple-Norway ,Maple,Ornamental,2,10,Good ,Bartlett 2021
223,-69.62818192,44.55213462,Maple-Norway ,Maple,Ornamental,2,10,Good ,Bartlett 2021
224,-69.62822573,44.55196625,Maple-Norway ,Maple,Ornamental,2,10,Poor ,Bartlett 2021
225,-69.62822185,44.55153132,Maple-Norway ,Maple,Ornamental,2,12,Good ,Bartlett 2021
226,-69.66043364,44.53360227,Maple-Norway ,Maple,Ornamental,2,12,Good ,Bartlett 2021
227,-69.6281979,44.55212828,Maple-Norway ,Maple,Ornamental,2,13,Good ,Bartlett 2021
228,-69.64617043,44.56322208,Maple-Norway ,Maple,Ornamental,2,14,Good ,Bartlett 2021
229,-69.62817362,44.55274113,Maple-Norway ,Maple,Ornamental,2,14,Good ,Bartlett 2021
230,-69.64633235,44.56335366,Maple-Norway ,Maple,Ornamental,2,15,Good ,Bartlett 2021
231,-69.64320039,44.53460532,Maple-Norway ,Maple,Ornamental,2,8,Good ,Bartlett 2021
232,-69.64270538,44.53475359,Maple-Norway ,Maple,Ornamental,2,9,Fair ,Bartlett 2021
233,-69.64356065,44.53453711,Maple-Norway ,Maple,Ornamental,2,10,Good ,Bartlett 2021
234,-69.66145628,44.5296817,Maple-Norway ,Maple,Ornamental,2,18,Good ,Bartlett 2021
235,-69.6551006,44.58026169,Maple-Red ,Maple,Ornamental,2,7,Good ,Bartlett 2021
236,-69.65919484,44.53417385,Maple-Red ,Maple,Ornamental,2,14,Fair ,Bartlett 2021
237,-69.63581713,44.54761293,Maple-Sugar ,Maple,Fruiting / Flowering,2,5,Good ,Bartlett 2021
238,-69.64528497,44.56175893,Maple-Sugar ,Maple,Fruiting / Flowering,2,7,Good ,Bartlett 2021
239,-69.64539458,44.56167186,Maple-Sugar ,Maple,Fruiting / Flowering,2,7,Good ,Bartlett 2021
240,-69.63086446,44.56725279,Maple-Sugar ,Maple,Fruiting / Flowering,2,10,Poor ,Bartlett 2021
241,-69.62744377,44.55283141,Maple-Sugar ,Maple,Fruiting / Flowering,2,3,Good ,Bartlett 2021
242,-69.6273906,44.55294809,Maple-Sugar ,Maple,Fruiting / Flowering,2,3,Good ,Bartlett 2021
243,-69.62746233,44.55296135,Maple-Sugar ,Maple,Fruiting / Flowering,2,3,Good ,Bartlett 2021
244,-69.62743727,44.55309552,Maple-Sugar ,Maple,Fruiting / Flowering,2,3,Good ,Bartlett 2021
245,-69.62719854,44.55291042,Oak-Northern Red ,Oak,Ornamental,2,3,Good ,Bartlett 2021
246,-69.65590094,44.58044206,Oak-Northern Red ,Oak,Ornamental,2,4,Good ,Bartlett 2021
247,-69.66053115,44.53378262,Oak-Northern Red ,Oak,Ornamental,2,5,Fair ,Bartlett 2021
248,-69.65588901,44.58049187,Oak-Northern Red ,Oak,Ornamental,2,6,Good ,Bartlett 2021
249,-69.65518239,44.58016492,Oak-Northern Red ,Oak,Ornamental,2,6,Good ,Bartlett 2021
250,-69.66018735,44.53423968,Oak-Northern Red ,Oak,Ornamental,2,7,Good ,Bartlett 2021
251,-69.65527727,44.58044174,Oak-Northern Red ,Oak,Ornamental,2,7,Good ,Bartlett 2021
252,-69.65520043,44.58015056,Oak-Northern Red ,Oak,Ornamental,2,8,Good ,Bartlett 2021
253,-69.6543411,44.57859909,Oak-Northern Red ,Oak,Ornamental,2,8,Good ,Bartlett 2021
254,-69.65451481,44.57905045,Oak-Northern Red ,Oak,Ornamental,2,10,Good ,Bartlett 2021
255,-69.63101194,44.56768366,Oak-Northern Red ,Oak,Ornamental,2,11,Good ,Bartlett 2021
256,-69.65458121,44.57921965,Oak-Northern Red ,Oak,Ornamental,2,11,Good ,Bartlett 2021
257,-69.62778401,44.55094834,Oak-Northern Red ,Oak,Ornamental,2,2,Poor ,Bartlett 2021
258,-69.62743392,44.5511538,Oak-Northern Red ,Oak,Ornamental,2,3,Good ,Bartlett 2021
259,-69.65900871,44.53403201,Poplar-Aspen ,Poplar,Ornamental,2,6,Fair ,Bartlett 2021
