,lon,lat,common_name,condition_class,obs_btm_nests,tree_type,entry_source
359,-69.62741295,44.5528875,Birch,Good ,0,Ornamental,Bartlett
360,-69.62723514,44.55127531,Birch,Fair ,0,Ornamental,Bartlett
361,-69.62738108,44.5526602,Birch,Good ,0,Ornamental,Bartlett
362,-69.62734546,44.55291072,Birch,Fair ,0,Ornamental,Bartlett
363,-69.62739787,44.55291468,Birch,Good ,0,Ornamental,Bartlett
364,-69.66257096,44.52881244,Cherry,Poor ,0,Fruiting / Flowering,Bartlett
365,-69.66125847,44.52740197,Cherry,Dead ,0,Fruiting / Flowering,Bartlett
366,-69.66113757,44.52734815,Cherry,Fair ,0,Fruiting / Flowering,Bartlett
367,-69.63290179,44.55084571,Elm,Fair ,0,Ornamental,Bartlett
368,-69.63336672,44.55080302,Elm,Fair ,0,Ornamental,Bartlett
369,-69.64579829,44.56226307,Elm,Dead ,0,Ornamental,Bartlett
370,-69.65986478,44.52698952,Elm,Poor ,0,Ornamental,Bartlett
371,-69.64302478,44.53468325,Elm,Poor ,0,Ornamental,Bartlett
372,-69.63353144,44.55100537,Ginkgo,Good ,0,Ornamental,Bartlett
373,-69.6271779,44.55135179,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
374,-69.62713498,44.55146478,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
375,-69.62717293,44.55159065,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
376,-69.64730043,44.56412779,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
377,-69.63302203,44.54616133,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
378,-69.64739607,44.56422083,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
379,-69.63315978,44.55124643,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
380,-69.62749804,44.5526394,Honeylocust,Fair ,0,Fruiting / Flowering,Bartlett
381,-69.62750592,44.55256399,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
382,-69.6275226,44.55247297,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
383,-69.62746561,44.55239309,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
384,-69.62738693,44.5523417,Honeylocust,Fair ,0,Fruiting / Flowering,Bartlett
385,-69.6273077,44.55230811,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
386,-69.62962292,44.54958675,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
387,-69.64836331,44.56501944,Honeylocust,Good ,0,Fruiting / Flowering,Bartlett
388,-69.63315023,44.55112273,Horsechestnut,Fair ,0,Fruiting / Flowering,Bartlett
389,-69.63371266,44.55132367,Lilac,Good ,0,Fruiting / Flowering,Bartlett
390,-69.66029276,44.53327968,Linden,Good ,0,Fruiting / Flowering,Bartlett
391,-69.62902753,44.54952102,Linden,Good ,0,Fruiting / Flowering,Bartlett
392,-69.62902942,44.54959769,Linden,Good ,0,Fruiting / Flowering,Bartlett
393,-69.64717981,44.56404483,Linden,Good ,0,Fruiting / Flowering,Bartlett
394,-69.62905829,44.54946569,Linden,Fair ,0,Fruiting / Flowering,Bartlett
395,-69.63463146,44.54580237,Linden,Poor ,0,Fruiting / Flowering,Bartlett
396,-69.63461065,44.54561383,Linden,Fair ,0,Fruiting / Flowering,Bartlett
397,-69.64804215,44.5647744,Linden,Good ,0,Fruiting / Flowering,Bartlett
398,-69.6328552,44.54621844,Locust,Good ,0,Fruiting / Flowering,Bartlett
399,-69.6333794,44.54638352,Locust,Good ,0,Fruiting / Flowering,Bartlett
400,-69.63368534,44.54647386,Locust,Fair ,0,Fruiting / Flowering,Bartlett
401,-69.63372459,44.54646835,Locust,Good ,0,Fruiting / Flowering,Bartlett
402,-69.6332622,44.54627605,Locust,Good ,0,Fruiting / Flowering,Bartlett
403,-69.63361944,44.5464475,Locust,Good ,0,Fruiting / Flowering,Bartlett
404,-69.63374075,44.54646066,Locust,Good ,0,Fruiting / Flowering,Bartlett
405,-69.63329641,44.54627963,Locust,Good ,0,Fruiting / Flowering,Bartlett
406,-69.63334217,44.54638278,Locust,Good ,0,Fruiting / Flowering,Bartlett
407,-69.63356545,44.54643262,Locust,Good ,0,Fruiting / Flowering,Bartlett
408,-69.66123037,44.52787699,Maple,Fair ,0,Ornamental,Bartlett
409,-69.64326011,44.53459879,Maple,Good ,0,Ornamental,Bartlett
410,-69.64256249,44.53501675,Maple,Fair ,0,Ornamental,Bartlett
411,-69.64342227,44.53455206,Maple,Poor ,0,Ornamental,Bartlett
412,-69.65999375,44.52703713,Maple,Poor ,0,Ornamental,Bartlett
413,-69.64334724,44.53454887,Maple,Poor ,0,Ornamental,Bartlett
414,-69.64272214,44.53471499,Maple,Poor ,0,Ornamental,Bartlett
415,-69.64266331,44.53472552,Maple,Poor ,0,Ornamental,Bartlett
416,-69.63071042,44.56718859,Maple,Good ,0,Ornamental,Bartlett
417,-69.63861643,44.53793262,Maple,Good ,0,Ornamental,Bartlett
418,-69.63063244,44.56716256,Maple,Good ,0,Ornamental,Bartlett
419,-69.6303465,44.56710716,Maple,Good ,0,Ornamental,Bartlett
420,-69.63045771,44.56715136,Maple,Fair ,0,Ornamental,Bartlett
421,-69.6386266,44.53800454,Maple,Good ,0,Ornamental,Bartlett
422,-69.63006394,44.56710058,Maple,Good ,0,Ornamental,Bartlett
423,-69.63889521,44.53781538,Maple,Good ,0,Ornamental,Bartlett
424,-69.6386728,44.53786054,Maple,Good ,0,Ornamental,Bartlett
425,-69.63858019,44.5380571,Maple,Good ,0,Ornamental,Bartlett
426,-69.63020158,44.56711241,Maple,Good ,0,Ornamental,Bartlett
427,-69.63002,44.56705826,Maple,Good ,0,Ornamental,Bartlett
428,-69.63331682,44.55085895,Maple,Good ,0,Ornamental,Bartlett
429,-69.63589461,44.54762061,Maple,Good ,0,Ornamental,Bartlett
430,-69.66175257,44.52854729,Maple,Good ,0,Ornamental,Bartlett
431,-69.63390284,44.55138589,Maple,Good ,0,Ornamental,Bartlett
432,-69.63372764,44.54535486,Maple,Good ,0,Ornamental,Bartlett
433,-69.63329828,44.54628923,Maple,Good ,0,Ornamental,Bartlett
434,-69.63365708,44.54647788,Maple,Fair ,0,Ornamental,Bartlett
435,-69.6281684,44.5524669,Maple,Good ,0,Ornamental,Bartlett
436,-69.62819048,44.55241391,Maple,Fair ,0,Ornamental,Bartlett
437,-69.65937075,44.53413968,Maple,Good ,0,Ornamental,Bartlett
438,-69.63371142,44.54647356,Maple,Good ,0,Ornamental,Bartlett
439,-69.62820539,44.55232666,Maple,Fair ,0,Ornamental,Bartlett
440,-69.62820807,44.55213434,Maple,Fair ,0,Ornamental,Bartlett
441,-69.66038122,44.53364227,Maple,Good ,0,Ornamental,Bartlett
442,-69.65905731,44.53410232,Maple,Good ,0,Ornamental,Bartlett
443,-69.65939488,44.53410101,Maple,Good ,0,Ornamental,Bartlett
444,-69.65969233,44.53417682,Maple,Good ,0,Ornamental,Bartlett
445,-69.65470062,44.57943086,Maple,Good ,0,Ornamental,Bartlett
446,-69.6333227,44.54631953,Maple,Good ,0,Ornamental,Bartlett
447,-69.63422512,44.54619594,Maple,Good ,0,Ornamental,Bartlett
448,-69.63460312,44.54594094,Maple,Good ,0,Ornamental,Bartlett
449,-69.62821225,44.55215308,Maple,Good ,0,Ornamental,Bartlett
450,-69.65896232,44.53418763,Maple,Good ,0,Ornamental,Bartlett
451,-69.65474051,44.57922792,Maple,Good ,0,Ornamental,Bartlett
452,-69.63401391,44.54631335,Maple,Good ,0,Ornamental,Bartlett
453,-69.63461321,44.54596156,Maple,Good ,0,Ornamental,Bartlett
454,-69.64671208,44.56367408,Maple,Good ,0,Ornamental,Bartlett
455,-69.64309064,44.55164845,Maple,Fair ,0,Ornamental,Bartlett
456,-69.62817826,44.55215685,Maple,Good ,0,Ornamental,Bartlett
457,-69.65953031,44.53418113,Maple,Good ,0,Ornamental,Bartlett
458,-69.6342978,44.54616962,Maple,Poor ,0,Ornamental,Bartlett
459,-69.6281902,44.55218148,Maple,Fair ,0,Ornamental,Bartlett
460,-69.65911292,44.53409457,Maple,Good ,0,Ornamental,Bartlett
461,-69.63425038,44.54619189,Maple,Good ,0,Ornamental,Bartlett
462,-69.62820801,44.55153929,Maple,Fair ,0,Ornamental,Bartlett
463,-69.65949103,44.52698646,Maple,Good ,0,Ornamental,Bartlett
464,-69.64648815,44.56347963,Maple,Fair ,0,Ornamental,Bartlett
465,-69.64664797,44.56361455,Maple,Good ,0,Ornamental,Bartlett
466,-69.6465797,44.56355262,Maple,Good ,0,Ornamental,Bartlett
467,-69.62819165,44.55204287,Maple,Good ,0,Ornamental,Bartlett
468,-69.63470439,44.54569451,Maple,Good ,0,Ornamental,Bartlett
469,-69.63417941,44.54623037,Maple,Fair ,0,Ornamental,Bartlett
470,-69.62792949,44.5506272,Maple,Good ,0,Ornamental,Bartlett
471,-69.63453822,44.54553113,Maple,Good ,0,Ornamental,Bartlett
472,-69.63445819,44.54547729,Maple,Fair ,0,Ornamental,Bartlett
473,-69.63303671,44.55069348,Maple,Good ,0,Ornamental,Bartlett
474,-69.63390118,44.5510491,Maple,Good ,0,Ornamental,Bartlett
475,-69.62975644,44.54960304,Maple,Good ,0,Ornamental,Bartlett
476,-69.6342989,44.54533784,Maple,Fair ,0,Ornamental,Bartlett
477,-69.63373802,44.55102391,Maple,Good ,0,Ornamental,Bartlett
478,-69.63328662,44.55095784,Maple,Good ,0,Ornamental,Bartlett
479,-69.6333238,44.54525793,Maple,Fair ,0,Ornamental,Bartlett
480,-69.63276773,44.55101145,Maple,Fair ,0,Ornamental,Bartlett
481,-69.64353336,44.53454246,Maple,Good ,0,Ornamental,Bartlett
482,-69.64349706,44.53455149,Maple,Poor ,0,Ornamental,Bartlett
483,-69.64344598,44.53456475,Maple,Good ,0,Ornamental,Bartlett
484,-69.64338189,44.53457238,Maple,Fair ,0,Ornamental,Bartlett
485,-69.64320682,44.5346077,Maple,Fair ,0,Ornamental,Bartlett
486,-69.64318114,44.53458154,Maple,Good ,0,Ornamental,Bartlett
487,-69.64352913,44.53454964,Maple,Good ,0,Ornamental,Bartlett
488,-69.64334845,44.53457698,Maple,Fair ,0,Ornamental,Bartlett
489,-69.64328551,44.5345948,Maple,Good ,0,Ornamental,Bartlett
490,-69.64313165,44.53462185,Maple,Good ,0,Ornamental,Bartlett
491,-69.64230887,44.53531566,Maple,Good ,0,Ornamental,Bartlett
492,-69.64257299,44.53501076,Maple,Fair ,0,Ornamental,Bartlett
493,-69.64262405,44.53480587,Maple,Good ,0,Ornamental,Bartlett
494,-69.64272362,44.53472453,Maple,Good ,0,Ornamental,Bartlett
495,-69.64361338,44.53450418,Maple,Good ,0,Ornamental,Bartlett
496,-69.64274184,44.53468001,Maple,Good ,0,Ornamental,Bartlett
497,-69.64359378,44.53454761,Maple,Fair ,0,Ornamental,Bartlett
498,-69.64317976,44.53462483,Maple,Fair ,0,Ornamental,Bartlett
499,-69.64235559,44.53529669,Maple,Good ,0,Ornamental,Bartlett
500,-69.64269917,44.5347537,Maple,Fair ,0,Ornamental,Bartlett
501,-69.64317502,44.53464393,Maple,Good ,0,Ornamental,Bartlett
502,-69.64264796,44.53483439,Maple,Good ,0,Ornamental,Bartlett
503,-69.64230205,44.53537953,Maple,Good ,0,Ornamental,Bartlett
504,-69.64263646,44.53490603,Maple,Fair ,0,Ornamental,Bartlett
505,-69.64238849,44.53523868,Maple,Fair ,0,Ornamental,Bartlett
506,-69.64342738,44.53458264,Maple,Good ,0,Ornamental,Bartlett
507,-69.64239857,44.53525082,Maple,Fair ,0,Ornamental,Bartlett
508,-69.64239196,44.5352082,Maple,Good ,0,Ornamental,Bartlett
509,-69.65969443,44.52693741,Maple,Good ,0,Ornamental,Bartlett
510,-69.62876178,44.54941921,Maple,Good ,0,Ornamental,Bartlett
511,-69.6287653,44.54949374,Maple,Good ,0,Ornamental,Bartlett
512,-69.63310436,44.54543136,Maple,Good ,0,Ornamental,Bartlett
513,-69.6281027,44.55025992,Maple,Good ,0,Ornamental,Bartlett
514,-69.62808311,44.55014118,Maple,Good ,0,Ornamental,Bartlett
515,-69.63907348,44.53803848,Maple,Good ,0,Ornamental,Bartlett
516,-69.63917058,44.53822385,Maple,Good ,0,Ornamental,Bartlett
517,-69.64275606,44.55107723,Maple,Good ,0,Ornamental,Bartlett
518,-69.64335151,44.55101145,Maple,Good ,0,Ornamental,Bartlett
519,-69.64311374,44.55098204,Maple,Good ,0,Ornamental,Bartlett
520,-69.6548316,44.57973804,Maple,Good ,0,Ornamental,Bartlett
521,-69.64439896,44.56121992,Maple,Good ,0,Ornamental,Bartlett
522,-69.64425967,44.5613081,Maple,Good ,0,Ornamental,Bartlett
523,-69.64454186,44.56112626,Maple,Good ,0,Ornamental,Bartlett
524,-69.65490524,44.58001249,Maple,Good ,0,Ornamental,Bartlett
525,-69.65487176,44.57982492,Maple,Good ,0,Ornamental,Bartlett
526,-69.65481867,44.57979996,Maple,Good ,0,Ornamental,Bartlett
527,-69.65483946,44.57976069,Maple,Fair ,0,Ornamental,Bartlett
528,-69.64276354,44.55128251,Maple,Good ,0,Ornamental,Bartlett
529,-69.64400863,44.56133151,Maple,Good ,0,Ornamental,Bartlett
530,-69.64444365,44.56177962,Maple,Good ,0,Ornamental,Bartlett
531,-69.64573697,44.56285747,Maple,Good ,0,Ornamental,Bartlett
532,-69.64573242,44.56222013,Maple,Good ,0,Ornamental,Bartlett
533,-69.6456567,44.56278073,Maple,Good ,0,Ornamental,Bartlett
534,-69.64461863,44.5619405,Maple,Good ,0,Ornamental,Bartlett
535,-69.64418364,44.56141461,Maple,Good ,0,Ornamental,Bartlett
536,-69.65484788,44.57980563,Maple,Fair ,0,Ornamental,Bartlett
537,-69.63304568,44.54552593,Maple,Poor ,0,Ornamental,Bartlett
538,-69.64423633,44.56160908,Maple,Good ,0,Ornamental,Bartlett
539,-69.64436237,44.56170881,Maple,Good ,0,Ornamental,Bartlett
540,-69.63879801,44.53782851,Maple,Good ,0,Ornamental,Bartlett
541,-69.64453966,44.56184921,Maple,Good ,0,Ornamental,Bartlett
542,-69.62983177,44.5670452,Maple,Good ,0,Ornamental,Bartlett
543,-69.63899434,44.53784446,Maple,Good ,0,Ornamental,Bartlett
544,-69.6302281,44.56254839,Maple,Fair ,0,Ornamental,Bartlett
545,-69.66251899,44.5287757,Maple,Good ,0,Ornamental,Bartlett
546,-69.63016546,44.56265488,Maple,Fair ,0,Ornamental,Bartlett
547,-69.64451086,44.56150788,Maple,Good ,0,Ornamental,Bartlett
548,-69.62733837,44.55100255,Maple,Fair ,0,Ornamental,Bartlett
549,-69.63329081,44.5452914,Maple,Fair ,0,Ornamental,Bartlett
550,-69.62723591,44.55314357,Maple,Good ,0,Fruiting / Flowering,Bartlett
551,-69.63911017,44.53794242,Maple,Good ,0,Fruiting / Flowering,Bartlett
552,-69.63904152,44.53813477,Maple,Good ,0,Fruiting / Flowering,Bartlett
553,-69.63751572,44.53904151,Maple,Fair ,0,Fruiting / Flowering,Bartlett
554,-69.6590599,44.5340518,Maple,Fair ,0,Fruiting / Flowering,Bartlett
555,-69.63319352,44.55073933,Maple,Fair ,0,Fruiting / Flowering,Bartlett
556,-69.62749411,44.55273771,Maple,Good ,0,Fruiting / Flowering,Bartlett
557,-69.63282115,44.54589188,Oak,Fair ,0,Ornamental,Bartlett
558,-69.66023132,44.53327615,Oak,Fair ,0,Ornamental,Bartlett
559,-69.66076403,44.53406335,Oak,Good ,0,Ornamental,Bartlett
560,-69.66008333,44.53419321,Oak,Good ,0,Ornamental,Bartlett
561,-69.65966529,44.53410914,Oak,Good ,0,Ornamental,Bartlett
562,-69.65955788,44.53413367,Oak,Good ,0,Ornamental,Bartlett
563,-69.65466851,44.57935092,Oak,Good ,0,Ornamental,Bartlett
564,-69.64538086,44.56225119,Oak,Good ,0,Ornamental,Bartlett
565,-69.6548322,44.57984672,Oak,Good ,0,Ornamental,Bartlett
566,-69.64531562,44.55243591,Oak,Good ,0,Ornamental,Bartlett
567,-69.64527566,44.55243306,Oak,Good ,0,Ornamental,Bartlett
568,-69.64519408,44.55237162,Oak,Good ,0,Ornamental,Bartlett
569,-69.62785319,44.55084898,Oak,Good ,0,Ornamental,Bartlett
570,-69.6277022,44.55321821,Oak,Good ,0,Ornamental,Bartlett
571,-69.6598445,44.52696046,Oak,Good ,0,Ornamental,Bartlett
572,-69.6452416,44.5524109,Oak,Good ,0,Ornamental,Bartlett
573,-69.64608247,44.56168098,Pine,Fair ,0,Ornamental,Bartlett
574,-69.64614689,44.5616547,Pine,Good ,0,Ornamental,Bartlett
575,-69.64575626,44.56182928,Pine,Poor ,0,Ornamental,Bartlett
576,-69.64585753,44.56177075,Pine,Fair ,0,Ornamental,Bartlett
577,-69.64596133,44.5617074,Pine,Good ,0,Ornamental,Bartlett
578,-69.64568197,44.56183894,Pine,Good ,0,Ornamental,Bartlett
579,-69.63354304,44.55131818,Plum,Fair ,0,Fruiting / Flowering,Bartlett
580,-69.66059928,44.52713289,Poplar,Good ,0,Ornamental,Bartlett
581,-69.66051077,44.52714467,Poplar,Good ,0,Ornamental,Bartlett
582,-69.66074635,44.52719968,Poplar,Good ,0,Ornamental,Bartlett
583,-69.66072488,44.52719338,Poplar,Fair ,0,Ornamental,Bartlett
584,-69.66198926,44.52864108,Poplar,Dead ,0,Ornamental,Bartlett
585,-69.66085346,44.52718974,Poplar,Good ,0,Ornamental,Bartlett
586,-69.66200001,44.52864352,Poplar,Fair ,0,Ornamental,Bartlett
587,-69.6604245,44.52698349,Poplar,Fair ,0,Ornamental,Bartlett
588,-69.66071906,44.52714758,Poplar,Fair ,0,Ornamental,Bartlett
589,-69.6619868,44.52853338,Poplar,Poor ,0,Ornamental,Bartlett
590,-69.66016599,44.52699364,Poplar,Fair ,0,Ornamental,Bartlett
591,-69.66034805,44.52695053,Poplar,Fair ,0,Ornamental,Bartlett
592,-69.65466741,44.57946194,Poplar,Good ,0,Ornamental,Bartlett
593,-69.65592382,44.58055315,Poplar,Fair ,0,Ornamental,Bartlett
594,-69.65465143,44.57944651,Poplar,Good ,0,Ornamental,Bartlett
595,-69.65465933,44.57933404,Poplar,Fair ,0,Ornamental,Bartlett
596,-69.65598038,44.58059185,Poplar,Good ,0,Ornamental,Bartlett
597,-69.65472922,44.5795227,Poplar,Good ,0,Ornamental,Bartlett
598,-69.65476461,44.57960751,Poplar,Good ,0,Ornamental,Bartlett
599,-69.63052019,44.56215683,Spruce,Good ,0,Ornamental,Bartlett
600,-69.63051818,44.56226306,Spruce,Good ,0,Ornamental,Bartlett
601,-69.64233038,44.53534107,Willow,Fair ,0,Ornamental,Bartlett
